HOUSE_ID,PROPERTY_COMPANY,FINANCIAL_ENTITY,BOOKING_ID,ORIGINAL_BOOKING_ID,BOOKING_BRAND,CHANNEL_LARS,CHANNEL_TYPE,CHANNEL_TYPE_GROUP,PARTNER_TYPE,PARTNER_CODE,PARTNER_NAME,PARTNER_NAME_GROUP,WEBSITE_ORIGIN,ACCOMMODATION_CODE,HOMEOWNER_ID,BOOKING_STATUS,BOOKING_STATUS_CODE,BOOKING_STATUS_DESCRIPTION,BOOK_DATE_OF_BOOKING,ARRIVAL_DATE,DEPARTURE_DATE,FIRST_INSTALLMENT_PROCESSED_DATE,CANCELLATION_DATE,CANCELLATION_BLAME,CANCELLATION_REASON,CANCELLATION_REASON_DESCRIPTION,RATE_PLAN_CODE,INPT_ACCO_KEY,CANCELLATION_POLICY,LARS_FM_TAG,FLEXIBLE_CANCELLATION,CANCELLATION_REQUEST,CANCELLATION_REQUEST_DATE,SELF_CANCELLATION_ALLOWED,CANCELLED_BY,SALES_CANCEL_COST,PROPERTY_CONTRACT_TYPE,PROPERTY_CONTRACT_TYPE_ACCOUNTING,PROPERTY_COUNTRY_CODE,PROPERTY_COUNTRY_NAME,PROPERTY_COUNTRY_GROUP,PROPERTY_REGION_CODE,PROPERTY_REGION_NAME,BOOKED_PROPERTY_NUMBER_OF_PERSONS,GUEST_ID,RENTAL_AGREEMENT_GUEST_COUNTRY,GUEST_COUNTRY,PARTY_NUMBER_OF_PERSONS,PARTY_NUMBER_OF_ADULTS,PARTY_NUMBER_OF_CHILDREN,PARTY_NUMBER_OF_BABIES,PARTY_NUMBER_OF_PETS,PROPERTY_BRAND,PROPERTY_CONTRACT_SEGMENT,PROPERTY_LOCAL_OFFICE_ID,PROPERTY_LOCAL_OFFICE_NAME,PROPERTY_STATUS,PROPERTY_CREATED_DATE,PROPERTY_CUR_ACTIVE_DATE,PROPERTY_CHURN_DATE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_ACCOMMODATION_TYPE,PROPERTY_ACCO_DESCRIPTION,PROPERTY_NUMBER_OF_PERSONS,PROPERTY_BEDROOM_COUNT,PROPERTY_NUM_ROOMS,CURRENCY,PAYMENT_AT_BOOKING,REVENUE_GROSS_BOOKING_VALUE,REVENUE_SERVICE,REVENUE_CLEANING,REVENUE_BOOKING_FEE,REVENUE_CANCELLATION_INSURANCE,REVENUE_PAYMENT_CHARGES_GUEST,REVENUE_RENT,REVENUE_OTHER,REVENUE_CANCELLATION_FEE,DISCOUNT_RELATION_AND_PROMOTIONAL,DISCOUNT_LAST_MINUTE,DISCOUNT_REBOOKING,DISCOUNT_SURVEY,DISCOUNT_TOTAL_OYO,DISCOUNT_LAST_MINUTE_HOMEOWNER,DISCOUNT_REBOOKING_HOMEOWNER,DISCOUNT_TOTAL_HOMEOWNER,COST_PURCHASE_TOTAL,COST_HOMEOWNER_PAYMENT,COST_INSURANCE,COST_COMMISSION_TOTAL,COST_AFFILIATE_COMMISSION,COST_AGENT_COMMISSION,COST_OTHER,BOOKED_GBV,CANCELLED_GBV,META_SRC_LOAD_TS,META_SRC_NAME
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,DE,,2025-09-12,,45.362,13.6427,Unknown,Villa,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,CO,,,,53.17817,-3.59636,House,Holiday home,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,DE,,2025-05-01,,51.517281,3.535304,House,Chalet,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,D,,,,44.749578,15.710853,Apartment,Apartment,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,2013-01-01,2014-11-30,44.915328,1.390092,Unknown,Holiday home,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-11-01,,44.573108,6.679964,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16750,DANLAND,DC,2017-146415,,DL,,CCC,CCC,DanCenter Marketing,,DIRECT MAIL BREV 2014-2016,,,16750,,BOOKING,,,2017-01-12,2017-02-13,2017-02-16,2017-01-14,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,SØNDERVIG,5.0,,,DK,5.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,190.15,,60.39,13.42,14.35,,,,0.0,,,,,,,,,,115.81,,0.0,0.0,,,190.15,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,NI,,,,42.46062,14.2125,Unknown,Apartment,12.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,DP,,2009-02-12,,52.143036,6.382134,Park,Chalet,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,NI,,,,44.10743,3.2647,Unknown,Holiday home,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,40.05585,17.99261,Unknown,Apartment,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31557,DANLAND,DC,2017-190752,,DL,,INDIR,Unallocated,OTA,,DANSK FERIEHUS BOOKINGBÜRO,OTHER,www.danland.de,31557,,BOOKING,,,2017-03-09,2017-08-26,2017-08-31,2017-03-09,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,BOGENSE,4.0,,,NL,4.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,325.0,,73.0,16.0,22.0,,,,0.0,,,,,,,,,,179.0,,79.59,79.59,,,325.0,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,DE,,2025-04-16,,51.2747,5.9317,House,Villa,13.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,L,,,,41.066328,1.078203,Unknown,Apartment,9.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,P,,,,39.33588,-8.94128,Unknown,Villa,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-11-30,,43.43957,3.68,Unknown,Apartment,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,W,,2004-05-26,2011-11-11,51.41748,4.33324,House,Holiday home,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36696,DANLAND,DC,2017-247248,,DL,,CCC,CCC,Joint Promotion (Direct),,COOP,,,36696,,BOOKING,,,2017-06-12,2017-08-25,2017-08-27,2017-06-12,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,KARREBÆKSMINDE,0.0,,,DK,0.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,112.5,,60.56,13.45,9.15,,,,0.0,,,,,,,,,,59.22,,0.0,0.0,,,112.5,0.0,2026-01-29 13:40:21.175429+00:00,AS400
36772,DANLAND,DC,2017-293220,,DL,,INDIR,Unallocated,Courses,,KYSTHUSENE / GILLELEJE KURSUS/,OTHER,,36772,,BOOKING,,,2017-08-17,2017-11-07,2017-11-08,2017-08-17,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,GILLELEJE/TINKERUP,2.0,,,DK,2.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,132.56,,29.74,0.0,6.99,,,,0.0,,,,,,,,,,76.18,,722.74,722.74,,,132.56,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,NI,,,,43.61077,3.87672,Unknown,Apartment,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-17,,45.090312,6.068723,Unknown,Apartment,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,DE,,2025-04-21,,42.265728,3.162884,Apartment,Apartment,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,D,,2025-12-29,,51.586518,3.601717,Park,Chalet,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,P,,,,52.31142,4.87009,Unknown,Villa,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,2005-03-02,2008-12-02,43.78465,1.18451,House,Holiday home,10.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-30,,45.7146,0.788467,Unknown,Apartment,12.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07616,DANCENTER,DC,2018-347362,420652,AdS,,INDIR,Unallocated,OTA,,FELINE HOLIDAYS APS-ADMIRAL ST,OTHER,,07616,,BOOKING,,,2018-01-08,2018-06-23,2018-06-30,2018-05-12,,,,,,,,,,,,,,,FME,PRINCIPAL,DK,Denmark,,,VEDERSØ,11.0,,,DE,11.0,,,,,,,,,,,,,,,,,,,,EUR,,1104.0,,95.0,0.0,46.0,,,,0.0,,,,,,,,,,927.46,,120.0,120.0,,,1104.0,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,IV,,,,37.91414,12.86357,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,IV,,,,44.97957,13.93324,Unknown,Villa,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-11-01,,45.975485,6.454498,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,P,,,,38.05968,-0.71895,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,NI,,,,36.379244,-6.183691,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,P,,,,36.754478,-3.951492,Apartment,Apartment,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81806,DANLAND,DC,2018-277660,,DL,,DIR,Unallocated,,,,,www.danland.dk,81806,,BOOKING,,,2018-07-26,2018-07-31,2018-08-02,2018-07-26,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,RØMØ/HAVNEBY,2.0,,,DK,2.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,339.2,,52.83,13.44,21.78,,,,0.0,,,,,,,,,,175.32,,0.0,0.0,,,339.2,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,L,,,,43.889176,10.79584,Unknown,Apartment,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,L,,,,54.76683,9.786181,Unknown,Holiday home,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,D,,2025-07-11,,30.425121,-91.215896,House,Holiday home,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,42.472766,14.201821,Apartment,Apartment,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15457,DANLAND,DC,2017-225314,,DL,,DIR,Unallocated,,,,,www.danland.dk,15457,,CANCELLED,,,2017-05-04,2017-06-02,2017-06-05,,2017-05-04,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,BLOKHUS,3.0,,,DK,3.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,,363.64,-363.64,2026-01-29 13:40:21.175429+00:00,AS400
40768,DANLAND,DC,2018-209785,,DL,,DIR,Unallocated,,,,,www.danland.dk,40768,,BOOKING,,,2018-04-08,2018-07-28,2018-08-04,2018-04-08,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,AGGER,3.0,,,DK,3.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,689.28,,67.89,13.44,42.75,,,,0.0,,,,,,,,,,435.74,,0.0,0.0,,,689.28,0.0,2026-01-29 13:40:21.175429+00:00,AS400
15588,DANLAND,DC,2017-248140,TINA,DL,,INDIR,Unallocated,Tour Operator,,EURO TOURIST,OTHER,,15588,,BOOKING,,,2017-06-13,2017-06-22,2017-06-29,2017-06-13,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,BLOKHUS,12.0,,,DK,12.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,727.45,,37.01,13.45,43.2,,,,0.0,,,,,,,,,,631.36,,229.34,229.34,,,727.45,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,P,,,,38.585385,-0.088309,House,Villa,12.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,NI,,,,43.015833,12.446389,Unknown,Holiday home,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15528,DANLAND,DC,2017-271738,209524301,DL,,INDIR,Unallocated,Tour Operator,,SEMBO AB,OTHER,,15528,,BOOKING,,,2017-07-17,2017-08-13,2017-08-17,2017-07-17,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,BLOKHUS,4.0,,,SE,4.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,281.41,,37.01,13.45,17.49,,,,0.0,,,,,,,,,,197.85,,63.69,63.69,,,281.41,0.0,2026-01-29 13:40:21.175429+00:00,AS400
36719,DANLAND,DC,2017-131343,,DL,,CCC,CCC,Courses,,DANLAND KBH KARREBÆKSMINDE KUR,,,36719,,BOOKING,,,2016-12-15,2017-09-14,2017-09-15,2016-12-15,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,KARREBÆKSMINDE,0.0,,,DK,0.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,80.52,,21.47,0.0,5.77,,,,0.0,,,,,,,,,,48.31,,0.0,0.0,,,80.52,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,P,,,,41.7006,2.83982,Unknown,Holiday home,18.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,,,47.28183,-2.39838,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,NI,,,,52.113403,5.715845,House,Holiday home,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,NI,,,,51.02548,4.10195,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,2003-01-26,2010-04-15,42.04134,9.37433,House,Villa,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,DP,,2025-06-05,,35.24936,-112.192831,Unknown,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,W,,2002-01-28,2002-01-28,,,Unknown,Holiday home,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,NI,,,,43.962972,11.427711,House,Holiday home,13.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,OW,,,,42.243006,3.128779,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,1998-06-17,1999-04-27,,,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,NI,,,,50.93069,5.33248,Unknown,Mansion,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DP,,2024-12-18,,48.879437,2.299451,Apartment,Apartment,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,L,,,,44.34618,15.1128,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,NI,,,,54.09474,12.30065,Apartment,Apartment,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,41.87194,12.56738,House,Holiday home,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,W,,1998-02-03,1998-02-03,,,Unknown,Holiday home,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,L,,,,52.749807,5.193183,Unknown,,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,D,,2024-12-30,,42.794623,0.438865,Unknown,Apartment,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,DP,,2024-05-06,,45.147682,13.794945,House,Villa,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,DP,,2025-03-10,,54.141214,8.847482,House,Holiday home,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,D,,2024-12-30,,46.466102,-1.618261,Unknown,Apartment,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,P,,,,43.29648,5.36978,Unknown,Holiday home,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,P,,,,43.47577,5.16731,Unknown,Villa,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,DP,,2025-06-04,,29.78397,-95.107246,Unknown,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,L,,,,43.982594,7.895597,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,L,,,,36.71655,-4.42204,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36823,DANLAND,DC,2018-309943,,DL,,CCC,CCC,Joint Promotion (Direct),,COOP,,,36823,,BOOKING,,,2018-09-18,2018-09-21,2018-09-23,2018-09-18,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,GILLELEJE/TINKERUP,4.0,,,DK,4.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,182.43,,63.86,13.44,13.44,,,,0.0,,,,,,,,,,96.8,,29.56,29.56,,,182.43,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,OA,,,,45.238595,14.249169,Apartment,Apartment,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,OW,,,,42.62688,12.09115,Unknown,Apartment,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81718,DANLAND,DC,2018-245826,,DL,,INDIR,Unallocated,Travel Agencies,,TMG DER REISEJOKER GMBH,OTHER,,81718,,BOOKING,,,2018-06-12,2018-07-24,2018-07-28,2018-06-20,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,RØMØ/HAVNEBY,4.0,,,DE,4.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,494.0,,56.0,16.0,30.0,,,,0.0,,,,,,,,,,246.84,,66.0,66.0,,,494.0,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,L,,,,33.76001,-78.80995,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,2009-11-10,2018-10-24,43.125601,6.25336,Park,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,NI,,,,36.389743,-6.173189,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15534,DANLAND,DC,2017-272222,,DL,,DIR,Unallocated,DanCenter Marketing,,DANLAND.DK ADWORDS,,www.danland.dk,15534,,BOOKING,,,2017-07-17,2017-07-21,2017-07-23,2017-07-17,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,BLOKHUS,3.0,,,DK,3.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,322.32,,37.01,13.45,19.91,,,,0.0,,,,,,,,,,218.3,,0.0,0.0,,,322.32,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,IV,,,,43.31018,6.64048,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,NI,,,,47.13051,10.03894,Unknown,Chalet,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,NI,,,,50.506949,5.89162,Apartment,Apartment,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
