ACCOMMODATION_CODE,ACCOMMODATION_NAME,ACCOMMODATION_TYPE,ACCOMMODATION_TYPE_NEW,ACCOMMODATION_STATUS_CODE,ACCOMMODATION_CHANNEL,ACCOMMODATION_COUNTRY,ACCOMMODATION_REGION,ACCOMMODATION_CITY,ACCOMMODATION_ZIPCODE,ACCOMMODATION_LATITUDE,ACCOMMODATION_LONGITUDE,ACCOMMODATION_NUMBER_OF_PERSONS,ACCOMMODATION_NUMBER_OF_PETS,ACCOMMODATION_SIZE,CONTRACT_TYPE,CONTRACT_DATE,PLANNING_CODES,BOOKINGCOM_ID,AIRBNB_ID,HOMEAWAY_ID,EXPEDIA_ID,ACCOMMODATION_REVIEW_SCORE,OWNER_ID,OWNER_TYPE,OWNER_COMPANY_NAME,HOMEOWNER_CREATION_DATE,OWNER_LANGUAGE_CODE,OWNER_COUNTRY_CODE,OWNER_CITY,OWNER_ZIPCODE,OWNER_WEBSITE
EIR02054-FYC,,Holiday home,Holiday home,W,,,,Bellharbour,,53.116935,-9.069182,2,0,80.0,Net,,EIR02054-FYC-01,,,2998556.0,,,55,Local Office,,,DE,DE,,,
EIR02054-FYD,,Holiday home,Holiday home,W,,,,Bellharbour,,53.116935,-9.069182,2,0,80.0,Net,,EIR02054-FYD-01,,,2998558.0,,,55,Local Office,,,DE,DE,,,
EIR02055-FYA,,Holiday home,Holiday home,W,,,,Liscannor,,52.938367,-9.392245,2,0,80.0,Net,,EIR02055-FYA-01,,,2964627.0,,,55,Local Office,,,DE,DE,,,
EIR02055-FYB,"Holiday homes Cliff Holiday Cottages, Liscannor-533711",Holiday home,Holiday home,W,,Ireland,Westirland,Liscannor,,52.933895,-9.398542,5,0,,Net,,EIR02055-FYB-01,,,2964632.0,,8.8,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR02056-FYA,,Holiday home,Holiday home,W,,,,Achill Island,0,53.961951,-10.015335,2,0,80.0,Net,,EIR02056-FYA-01,,,2993194.0,,,55,Local Office,,,DE,DE,,,
EIR02056-FYB,,Holiday home,Holiday home,W,,,,Achill Island,0,53.961951,-10.015335,2,0,80.0,Net,,EIR02056-FYB-01,,,2993195.0,,,55,Local Office,,,DE,DE,,,
EIR02074-FYA,,Holiday home,Holiday home,W,,,,Kilkee,0,52.682823,-9.644412,2,0,80.0,Net,,EIR02074-FYA-01,,,2964635.0,,,55,Local Office,,,DE,DE,,,
EIR02086-IYA,"Terraced Houses, Bunratty-529382",Apartment,Apartment,W,,Ireland,Westirland,Bunratty,,52.698715,-8.819557,6,0,,Net,,EIR02086-IYA-01,,,2964639.0,,8.3,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR02086-IYB,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR02086-IYB-01,,,2964645.0,,,55,Local Office,,,DE,DE,,,
EIR02086-IYC,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR02086-IYC-01,,,2964650.0,,,55,Local Office,,,DE,DE,,,
EIR02086-IYD,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR02086-IYD-01,,,2964652.0,,,55,Local Office,,,DE,DE,,,
EIR02086-IYE,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR02086-IYE-01,,,2964658.0,,,55,Local Office,,,DE,DE,,,
EIR02087-IYA,,Holiday home,Holiday home,W,,,,Mountshannon,0,52.936109,-8.437165,2,0,80.0,Net,,EIR02087-IYA-01,,,2964660.0,,,55,Local Office,,,DE,DE,,,
EIR02087-IYB,,Holiday home,Holiday home,W,,,,Mountshannon,0,52.936109,-8.437165,2,0,80.0,Net,,EIR02087-IYB-01,,,2964666.0,,,55,Local Office,,,DE,DE,,,
EIR02092-IYA,,Holiday home,Holiday home,W,,,,Killala,0,54.212515,-9.221,2,0,80.0,Net,,EIR02092-IYA-01,,,2964671.0,,,55,Local Office,,,DE,DE,,,
EIR02092-IYB,,Holiday home,Holiday home,W,,,,Killala,0,54.212515,-9.221,2,0,80.0,Net,,EIR02092-IYB-01,,,2964675.0,,,55,Local Office,,,DE,DE,,,
EIR02092-IYC,,Holiday home,Holiday home,W,,,,Killala,0,54.212515,-9.221,2,0,80.0,Net,,EIR02092-IYC-01,,,2964682.0,,,55,Local Office,,,DE,DE,,,
EIR02092-IYD,,Holiday home,Holiday home,W,,,,Killala,0,54.212515,-9.221,2,0,80.0,Net,,EIR02092-IYD-01,,,2964687.0,,,55,Local Office,,,DE,DE,,,
EIR02092-IYE,,Holiday home,Holiday home,W,,,,Killala,0,54.212515,-9.221,2,0,80.0,Net,,EIR02092-IYE-01,,,2964694.0,,,55,Local Office,,,DE,DE,,,
EIR02092-IYF,,Holiday home,Holiday home,W,,,,Killala,0,54.212515,-9.221,2,0,80.0,Net,,EIR02092-IYF-01,,,2964701.0,,,55,Local Office,,,DE,DE,,,
EIR02092-IYG,,Holiday home,Holiday home,W,,,,Killala,0,54.212515,-9.221,2,0,80.0,Net,,EIR02092-IYG-01,,,2964706.0,,,55,Local Office,,,DE,DE,,,
EIR02092-IYH,,Holiday home,Holiday home,W,,,,Killala,0,54.212515,-9.221,2,0,80.0,Net,,EIR02092-IYH-01,,,2964711.0,,,55,Local Office,,,DE,DE,,,
EIR02100-FYA,,Holiday home,Holiday home,W,,,,Achill Island,0,53.961951,-10.015335,2,0,80.0,Net,,EIR02100-FYA-01,,,2964754.0,,,55,Local Office,,,DE,DE,,,
EIR021001-L,,Holiday home,Holiday home,W,,,,Dingle,V92EV52,52.140939,-10.264014,2,0,80.0,Net,,EIR021001-L-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021002-F,,Holiday home,Holiday home,W,,,,Castlegregory,0,52.253465,-10.020722,2,0,80.0,Net,,EIR021002-F-01,,,2964715.0,,,55,Local Office,,,DE,DE,,,
EIR021005-F,"holiday home, Tully-Heaven Too",Holiday home,Holiday home,W,,Ireland,Westirland,Tully,0-,53.594494,-9.972185,6,0,155.0,Net,,EIR021005-F-01,"4471219,447121902,13512181",,2964722.0,,,1047293,,,2021-09-24,EN,IE,Dublin 15,00,
EIR021006-F,"holiday home, Achill Island-52365",Holiday home,Holiday home,W,,Ireland,Nordwestirland,Achill Island,0-,53.97576,-9.973167,4,0,,Net,,EIR021006-F-01,,,2964728.0,,,1045650,,,2021-09-24,EN,IE,"Achill Sound, Co. Mayo",0-,www.achillcottages.com
EIR021007-F,,Holiday home,Holiday home,W,,,,Lough Fee,0,53.584883,-9.82203,2,0,80.0,Net,,EIR021007-F-01,,,2964733.0,,,55,Local Office,,,DE,DE,,,
EIR021008-P,"Holiday flat, Letterfrack-513660",Apartment,Apartment,W,,Ireland,Westirland,Letterfrack,,53.55928,-9.963628,2,0,,Net,,EIR021008-P-01,,,2964740.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021009-F,,Holiday home,Holiday home,W,,,,Clifden,,53.489135,-10.020239,2,0,80.0,Net,,EIR021009-F-01,,,2964749.0,,,55,Local Office,,,DE,DE,,,
EIR02101-FYA,,Holiday home,Holiday home,W,,,,Clifden Glen,0,53.486284,-9.989411,2,0,80.0,Net,,EIR02101-FYA-01,,,2964832.0,,,55,Local Office,,,DE,DE,,,
EIR02101-FYB,,Holiday home,Holiday home,W,,,,Clifden Glen,0,53.486284,-9.989411,2,0,80.0,Net,,EIR02101-FYB-01,,,2964836.0,,,55,Local Office,,,DE,DE,,,
EIR02101-FYC,,Holiday home,Holiday home,W,,,,Clifden Glen,0,53.486284,-9.989411,2,0,80.0,Net,,EIR02101-FYC-01,,,2964840.0,,,55,Local Office,,,DE,DE,,,
EIR021010-F,,Holiday home,Holiday home,W,,,,Clifden,,53.489135,-10.020239,2,0,80.0,Net,,EIR021010-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021011-F,,Holiday home,Holiday home,W,,,,Leenane,,53.595596,-9.693133,2,0,80.0,Net,,EIR021011-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021012-F,"holiday home, Moyard-492464",Holiday home,Holiday home,W,,Ireland,Westirland,Moyard,,53.542477,-10.020974,8,0,,Net,,EIR021012-F-01,"4471226,447122602,13512189",,2964765.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021013-F,"holiday home, Renvyle-492460",Holiday home,Holiday home,W,,Ireland,Westirland,Renvyle,,53.596195,-9.954161,6,0,,Net,,EIR021013-F-01,,,2964772.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021014-IYA,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021014-IYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021014-IYB,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021014-IYB-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021014-IYC,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021014-IYC-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021014-IYD,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021014-IYD-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021014-IYE,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021014-IYE-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021015-IYA,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021015-IYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021015-IYB,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021015-IYB-01,,,2964778.0,,,55,Local Office,,,DE,DE,,,
EIR021015-IYC,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021015-IYC-01,,,2964782.0,,,55,Local Office,,,DE,DE,,,
EIR021015-IYD,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021015-IYD-01,,,2964785.0,,,55,Local Office,,,DE,DE,,,
EIR021015-IYE,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021015-IYE-01,,,2964789.0,,,55,Local Office,,,DE,DE,,,
EIR021016-IYA,"Terraced Houses, Bunratty-533312",angler house,angler house,W,,Ireland,Westirland,Bunratty,,52.69838,-8.819685,6,0,,Net,,EIR021016-IYA-01,,,2964793.0,,,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR021016-IYB,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021016-IYB-01,,,2964796.0,,,55,Local Office,,,DE,DE,,,
EIR021016-IYC,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021016-IYC-01,,,2964800.0,,,55,Local Office,,,DE,DE,,,
EIR021016-IYD,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021016-IYD-01,,,2964804.0,,,55,Local Office,,,DE,DE,,,
EIR021016-IYE,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021016-IYE-01,,,2964808.0,,,55,Local Office,,,DE,DE,,,
EIR021016-IYF,,Holiday home,Holiday home,W,,,,Bunratty,,52.698874,-8.811128,2,0,80.0,Net,,EIR021016-IYF-01,,,2964813.0,,,55,Local Office,,,DE,DE,,,
EIR021017-FYA,"Holiday homes, Dunkerron-529756",Holiday home,Holiday home,W,,Ireland,Südirland,Dunkerron,V9HH852,51.87879,-9.622313,6,0,,Net,,EIR021017-FYA-01,"4721881,472188102,14017725",,2964816.0,,,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR021017-FYB,,Holiday home,Holiday home,W,,,,Dunkerron,V9HH852,51.886108,-9.629994,2,0,80.0,Net,,EIR021017-FYB-01,,,2964820.0,,,55,Local Office,,,DE,DE,,,
EIR021018-DYA,,Holiday home,Holiday home,W,,,,Kilkee,0,52.682823,-9.644412,2,0,80.0,Net,,EIR021018-DYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021018-DYB,,Holiday home,Holiday home,W,,,,Kilkee,0,52.682823,-9.644412,2,0,80.0,Net,,EIR021018-DYB-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021019-FYA,,Holiday home,Holiday home,W,,,,Dunkerron,V9HH852,51.886108,-9.629994,2,0,80.0,Net,,EIR021019-FYA-01,,,2964825.0,,,55,Local Office,,,DE,DE,,,
EIR021019-FYB,"Holiday homes, Dunkerron-532917",Holiday home,Holiday home,W,,Ireland,Südirland,Dunkerron,V9HH852,51.878784,-9.622301,8,0,,Net,,EIR021019-FYB-01,"4721886,472188602,14017732",,2964827.0,,,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR021019-FYC,,Holiday home,Holiday home,W,,,,Dunkerron,V9HH852,51.886108,-9.629994,2,0,80.0,Net,,EIR021019-FYC-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02102-EYA,Holiday resort Mount Falcon Estate Ballina-Courtyard Lodges 3 bed,Holiday home,Holiday home,W,,Ireland,Nordwestirland,Ballina,F26H744,54.104653,-9.163038,6,0,,Net,2022-08-30,EIR02102-EYA-01,"8267273,826727302,25881614",,5231254.0,,8.6,1045724,,,2021-09-24,EN,IE,"Ballina, County Mayo",-,
EIR02102-IYB,,Holiday home,Holiday home,W,,,,Ballina,0,54.114948,-9.155069,2,0,80.0,Net,,EIR02102-IYB-01,,,5017241.0,,,55,Local Office,,,DE,DE,,,
EIR02102-TYC,,Holiday home,Holiday home,W,,,,Ballina,0,54.114948,-9.155069,2,0,80.0,Net,,EIR02102-TYC-01,,,5017242.0,,,55,Local Office,,,DE,DE,,,
EIR021020-LYA,,Holiday home,Holiday home,W,,,,Doolin,V95R8R6,53.016029,-9.37742,2,0,80.0,Net,,EIR021020-LYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021020-LYB,,Holiday home,Holiday home,W,,,,Doolin,V95R8R6,53.016029,-9.37742,2,0,80.0,Net,,EIR021020-LYB-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021020-LYC,,Holiday home,Holiday home,W,,,,Doolin,V95R8R6,53.016029,-9.37742,2,0,80.0,Net,,EIR021020-LYC-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021020-LYD,,Holiday home,Holiday home,W,,,,Doolin,V95R8R6,53.016029,-9.37742,2,0,80.0,Net,,EIR021020-LYD-01,,,,,,55,Local Office,,,DE,DE,,,
EIR021020-LYE,"Semi-detached houses, Doolin-532423",Holiday home,Holiday home,W,,Ireland,Westirland,Doolin,V95R8R6,53.017147,-9.380504,6,0,,Net,,EIR021020-LYE-01,"6117819,611781902,16967532",,2998559.0,,,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR021021-P,Apartment in Roundstone Co Galway Ireland,Holiday home,Holiday home,W,,Ireland,Westirland,Roundstone,H91CD5D,53.397705,-9.919313,4,0,80.0,Gross,2023-02-07,EIR021021-P-01,,,5324407.0,,8.6,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021022-F,Cottage in Cleggan Co Galway Ireland,Cottage,Cottage,W,,Ireland,Westirland,Cleggan,H71E6383,53.557605,-10.124264,8,0,,Gross,2023-02-06,EIR021022-F-01,"10504243,1050424302,37445961",,2964850.0,,8.6,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021023-P,"Holiday flat, Clifden-523580",Apartment,Apartment,W,,Ireland,Westirland,Clifden,,53.48866,-10.021903,4,0,,Net,,EIR021023-P-01,"4721891,472189102,14017737",,2964856.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021024-P,"Holiday flat, Clifden-523581",Apartment,Apartment,W,,Ireland,Westirland,Clifden,,53.488674,-10.021826,4,0,,Net,,EIR021024-P-01,"4721889,472188902,14017738",,2964863.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021025-F,"holiday home, Renvyle-532752",Holiday home,Holiday home,W,,Ireland,Westirland,Renvyle,,53.595833,-9.971044,4,0,,Net,,EIR021025-F-01,"4721890,472189003,14017739",,2964868.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021026-F,Cottage in Clifden Co Galway in Ireland,Holiday home,Holiday home,W,,Ireland,Westirland,Clifden,H71KN90,53.498896,-10.100649,5,0,,Gross,2023-02-07,EIR021026-F-01,"4721893,472189303,14017741",,2964873.0,,8.6,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021027-F,"holiday home, Ballyconneely-534616",Cottage,Cottage,W,,Ireland,Westirland,Ballyconneely,,53.42148,-10.100375,6,0,,Net,,EIR021027-F-01,"4721894,472189402,14017742",,2964879.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021028-F,,Holiday home,Holiday home,W,,,,Roundstone,,41.485477,-81.804604,2,0,80.0,Net,,EIR021028-F-01,,,2964885.0,,,55,Local Office,,,DE,DE,,,
EIR021029-F,"holiday home, Barnanrusheen-542613",Cottage,Cottage,W,,Ireland,Westirland,Barnanrusheen,,53.544567,-10.188566,7,0,,Net,,EIR021029-F-01,"4721895,472189502,14017745",,2964895.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021030-L,Semi-detached Cottage in Clifden Co Galway Ireland,Holiday home,Holiday home,W,,Ireland,Westirland,Clifden,H71VA46,53.487371,-9.99013,4,0,,Gross,2023-02-08,EIR021030-L-01,"6228273,622827302,17196958",,2964903.0,,8.6,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021031-F,"holiday home, Recess-545281",Cottage,Cottage,W,,Ireland,Westirland,Recess,,53.462112,-9.627512,5,0,,Net,,EIR021031-F-01,"4721897,472189703,14017747",,2964908.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021032-I,"Terraced house, Roundstone-486657",Apartment,Apartment,W,,Ireland,Westirland,Roundstone,,53.397293,-9.91922,6,0,,Net,,EIR021032-I-01,,,2964912.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021033-F,,Holiday home,Holiday home,W,,,,Cooraclare,0,52.702718,-9.418407,2,0,80.0,Net,,EIR021033-F-01,,,2984783.0,,,55,Local Office,,,DE,DE,,,
EIR021034-F,,Holiday home,Holiday home,W,,,,Cooraclare,0,52.702718,-9.418407,2,0,80.0,Net,,EIR021034-F-01,,,2984784.0,,,55,Local Office,,,DE,DE,,,
EIR021035-F,,Holiday home,Holiday home,W,,,,Cooraclare,0,52.702718,-9.418407,2,0,80.0,Net,,EIR021035-F-01,,,2993064.0,,,55,Local Office,,,DE,DE,,,
EIR021036-AYA,"Holiday flats, Galway-4-Bedroom Apartment. Sleeps 6",Apartment,Apartment,W,,Ireland,Westirland,Galway,,53.289062,-9.066948,6,0,,Net,,EIR021036-AYA-01 - EIR021036-AYA-02 - EIR021036-AYA-03 - EIR021036-AYA-04 - EIR021036-AYA-05 - EIR021036-AYA-06 - EIR021036-AYA-07 - EIR021036-AYA-08 - EIR021036-AYA-09 - EIR021036-AYA-10 - EIR021036-AYA-11 - EIR021036-AYA-12 - EIR021036-AYA-13 - EIR021036-AYA-14 - EIR021036-AYA-15 - EIR021036-AYA-16 - EIR021036-AYA-17 - EIR021036-AYA-18 - EIR021036-AYA-19 - EIR021036-AYA-20 - EIR021036-AYA-21 - EIR021036-AYA-22 - EIR021036-AYA-23 - EIR021036-AYA-24 - EIR021036-AYA-25 - EIR021036-AYA-26 - EIR021036-AYA-27 - EIR021036-AYA-28 - EIR021036-AYA-29 - EIR021036-AYA-30 - EIR021036-AYA-31 - EIR021036-AYA-32 - EIR021036-AYA-33 - EIR021036-AYA-34 - EIR021036-AYA-35 - EIR021036-AYA-36 - EIR021036-AYA-37 - EIR021036-AYA-38 - EIR021036-AYA-39 - EIR021036-AYA-40 - EIR021036-AYA-41 - EIR021036-AYA-42 - EIR021036-AYA-43 - EIR021036-AYA-44 - EIR021036-AYA-45 - EIR021036-AYA-46 - EIR021036-AYA-47 - EIR021036-AYA-48 - EIR021036-AYA-49 - EIR021036-AYA-50 - EIR021036-AYA-51 - EIR021036-AYA-52 - EIR021036-AYA-53 - EIR021036-AYA-54 - EIR021036-AYA-55 - EIR021036-AYA-56 - EIR021036-AYA-57 - EIR021036-AYA-58 - EIR021036-AYA-59 - EIR021036-AYA-60 - EIR021036-AYA-61 - EIR021036-AYA-62 - EIR021036-AYA-63 - EIR021036-AYA-64 - EIR021036-AYA-65 - EIR021036-AYA-66 - EIR021036-AYA-67 - EIR021036-AYA-68 - EIR021036-AYA-69 - EIR021036-AYA-70 - EIR021036-AYA-71 - EIR021036-AYA-72 - EIR021036-AYA-73 - EIR021036-AYA-74 - EIR021036-AYA-75 - EIR021036-AYA-76 - EIR021036-AYA-77 - EIR021036-AYA-78 - EIR021036-AYA-79 - EIR021036-AYA-80 - EIR021036-AYA-81 - EIR021036-AYA-82 - EIR021036-AYA-83 - EIR021036-AYA-84 - EIR021036-AYA-85 - EIR021036-AYA-86 - EIR021036-AYA-87 - EIR021036-AYA-88 - EIR021036-AYA-89 - EIR021036-AYA-90 - EIR021036-AYA-91 - EIR021036-AYA-92 - EIR021036-AYA-93 - EIR021036-AYA-94 - EIR021036-AYA-95 - EIR021036-AYA-96 - EIR021036-AYA-97 - EIR021036-AYA-98 - EIR021036-AYA-99,"4894418,489441802,14306400",,2999771.0,,,1047822,,,2021-09-24,EN,IE,Galway,H91 VE44,
EIR021036-AYB,"Holiday flats, Galway-4 bedroom ensuite. sleeps 6",Apartment,Apartment,W,,Ireland,Westirland,Galway,,53.289062,-9.066948,6,0,,Net,,EIR021036-AYB-01 - EIR021036-AYB-02 - EIR021036-AYB-03 - EIR021036-AYB-04 - EIR021036-AYB-05 - EIR021036-AYB-06 - EIR021036-AYB-07 - EIR021036-AYB-08 - EIR021036-AYB-09 - EIR021036-AYB-10 - EIR021036-AYB-11 - EIR021036-AYB-12 - EIR021036-AYB-13 - EIR021036-AYB-14 - EIR021036-AYB-15 - EIR021036-AYB-16 - EIR021036-AYB-17 - EIR021036-AYB-18 - EIR021036-AYB-19 - EIR021036-AYB-20 - EIR021036-AYB-21 - EIR021036-AYB-22 - EIR021036-AYB-23 - EIR021036-AYB-24 - EIR021036-AYB-25 - EIR021036-AYB-26 - EIR021036-AYB-27 - EIR021036-AYB-28 - EIR021036-AYB-29 - EIR021036-AYB-30 - EIR021036-AYB-31 - EIR021036-AYB-32 - EIR021036-AYB-33 - EIR021036-AYB-34 - EIR021036-AYB-35 - EIR021036-AYB-36 - EIR021036-AYB-37 - EIR021036-AYB-38 - EIR021036-AYB-39 - EIR021036-AYB-40 - EIR021036-AYB-41 - EIR021036-AYB-42 - EIR021036-AYB-43 - EIR021036-AYB-44 - EIR021036-AYB-45 - EIR021036-AYB-46 - EIR021036-AYB-47 - EIR021036-AYB-48 - EIR021036-AYB-49 - EIR021036-AYB-50 - EIR021036-AYB-51 - EIR021036-AYB-52 - EIR021036-AYB-53 - EIR021036-AYB-54 - EIR021036-AYB-55 - EIR021036-AYB-56 - EIR021036-AYB-57 - EIR021036-AYB-58 - EIR021036-AYB-59 - EIR021036-AYB-60 - EIR021036-AYB-61 - EIR021036-AYB-62 - EIR021036-AYB-63 - EIR021036-AYB-64 - EIR021036-AYB-65 - EIR021036-AYB-66 - EIR021036-AYB-67 - EIR021036-AYB-68 - EIR021036-AYB-69 - EIR021036-AYB-70 - EIR021036-AYB-71 - EIR021036-AYB-72 - EIR021036-AYB-73 - EIR021036-AYB-74 - EIR021036-AYB-75 - EIR021036-AYB-76 - EIR021036-AYB-77 - EIR021036-AYB-78 - EIR021036-AYB-79 - EIR021036-AYB-80 - EIR021036-AYB-81 - EIR021036-AYB-82 - EIR021036-AYB-83 - EIR021036-AYB-84 - EIR021036-AYB-85 - EIR021036-AYB-86 - EIR021036-AYB-87 - EIR021036-AYB-88 - EIR021036-AYB-89 - EIR021036-AYB-90 - EIR021036-AYB-91 - EIR021036-AYB-92 - EIR021036-AYB-93 - EIR021036-AYB-94 - EIR021036-AYB-95 - EIR021036-AYB-96 - EIR021036-AYB-97 - EIR021036-AYB-98 - EIR021036-AYB-99,"4894419,489441902,14306402",,2999772.0,,,1047822,,,2021-09-24,EN,IE,Galway,H91 VE44,
EIR021037-F,"holiday home, Clifden-553905",Holiday home,Holiday home,W,,Ireland,Westirland,Clifden,,53.49802,-9.971622,6,0,,Net,,EIR021037-F-01,,,2993317.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021038-F,"holiday home, Roundstone-381585",Holiday home,Holiday home,W,,Ireland,Westirland,Roundstone,,53.39763,-9.90432,4,0,,Net,,EIR021038-F-01,,,2993318.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021039-I,"Terraced house, Cleggan-547899",Apartment,Apartment,W,,Ireland,Westirland,Cleggan,,53.556206,-10.111472,8,0,,Net,,EIR021039-I-01,,,2993320.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR02104-FYA,,Holiday home,Holiday home,W,,,,Doonbeg,0,52.73085,-9.525995,2,0,80.0,Net,,EIR02104-FYA-01,,,2964918.0,,,55,Local Office,,,DE,DE,,,
EIR02104-FYB,,Holiday home,Holiday home,W,,,,Doonbeg,0,52.73085,-9.525995,2,0,80.0,Net,,EIR02104-FYB-01,,,2964921.0,,,55,Local Office,,,DE,DE,,,
EIR02104-FYC,,Holiday home,Holiday home,W,,,,Doonbeg,0,52.73085,-9.525995,2,0,80.0,Net,,EIR02104-FYC-01,,,2964926.0,,,55,Local Office,,,DE,DE,,,
EIR02104-FYD,"Holiday homes, Doonbeg-533576",Holiday home,Holiday home,W,,Ireland,Westirland,Doonbeg,0000,52.729805,-9.528665,5,0,,Net,,EIR02104-FYD-01,,,2964931.0,,,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR021040-F,Holiday home in Moyard,Holiday home,Holiday home,W,,Ireland,Westirland,Moyard,H91E3XT,53.565939,-10.078961,8,0,,Gross,2023-02-21,EIR021040-F-01,"6117821,611782102,16967536",,2993323.0,,8.6,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR021041-F,,Holiday home,Holiday home,W,,,,Renvyle,,53.595197,-9.957941,2,0,80.0,Exclusive revenue management flexibility (FME),,EIR021041-F-01,,,2993324.0,,,55,Local Office,,,DE,DE,,,
EIR021042-F,Cottage in Clifden Co Galway,angler house,angler house,W,,Ireland,Westirland,Clifden,H71XR99,53.486943,-9.98473,6,0,,Gross,2023-02-21,EIR021042-F-01,"10498583,1049858302,37426082",,5006492.0,,8.6,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
